Individu - Code Etudiant;Individu - Nom;Individu - Prénom;ELP (code);ELP - Note Indicateur
20160125;NOM159;PRENOM159;713MD107;""
20160125;NOM159;PRENOM159;713MD105;14
20160138;NOM103;PRENOM103;713UE101;""
20160138;NOM103;PRENOM103;713MD206;""
20160138;NOM103;PRENOM103;713MD107;""
20160138;NOM103;PRENOM103;713MD106;12,026
20160138;NOM103;PRENOM103;713EN115;11,125
20160163;NOM122;PRENOM122;713MD203;5,75
20160163;NOM122;PRENOM122;713MD201;13,058
20160163;NOM122;PRENOM122;713MD105;16,5
20160113;NOM136;PRENOM136;713MD105;14
20160157;NOM130;PRENOM130;713UE101;""
20160157;NOM130;PRENOM130;713MD204;""
20160119;NOM108;PRENOM108;713SEM10;""
20160119;NOM108;PRENOM108;713MD105;16
20160160;NOM162;PRENOM162;713MD205;""
20160160;NOM162;PRENOM162;713MD202;6,5
20160160;NOM162;PRENOM162;713MD109;12,5
20160137;NOM107;PRENOM107;713UE102;""
20160137;NOM107;PRENOM107;713MD205;""
20160137;NOM107;PRENOM107;713MD106;15,55
