Individu - Code Etudiant;Individu - Nom;Individu - Prénom;ELP (code);ELP - Note Indicateur
20160101;NOM144;PRENOM144;713MD102;13,5
20160101;NOM144;PRENOM144;713MD101;12
20160168;NOM146;PRENOM146;713UE101;""
20160168;NOM146;PRENOM146;713MD205;""
20160168;NOM146;PRENOM146;713MD204;""
20160168;NOM146;PRENOM146;713MD110;""
20160168;NOM146;PRENOM146;713MD105;12,5
20160168;NOM146;PRENOM146;713MD102;11,85
20160107;NOM140;PRENOM140;713SEM10;""
20160107;NOM140;PRENOM140;713MD208;""
20160151;NOM147;PRENOM147;713MD109;13
20160158;NOM104;PRENOM104;713MD204;""
20160133;NOM151;PRENOM151;713MD109;18,5
20160133;NOM151;PRENOM151;713MD108;16
20160133;NOM151;PRENOM151;703FAC01;""
20160159;NOM135;PRENOM135;713MD102;13,5
20160102;NOM153;PRENOM153;713MD204;""
20160102;NOM153;PRENOM153;713MD110;""
20160108;NOM118;PRENOM118;713MD204;""
20160108;NOM118;PRENOM118;713MD203;9,5
20160108;NOM118;PRENOM118;713MD102;13,875
20160147;NOM158;PRENOM158;713MD205;""
20160147;NOM158;PRENOM158;713MD202;4,5
20160112;NOM157;PRENOM157;713MD105;15,5
20160161;NOM110;PRENOM110;713MD206;""
20160161;NOM110;PRENOM110;713MD101;12
20160161;NOM110;PRENOM110;713EN115;8,25
20160131;NOM128;PRENOM128;713MD203;7,5
20160131;NOM128;PRENOM128;713MD201;16
20160162;NOM105;PRENOM105;713SEM10;""
20160162;NOM105;PRENOM105;713MD205;""
20160162;NOM105;PRENOM105;713MD203;8
20160162;NOM105;PRENOM105;713MD202;15
20160162;NOM105;PRENOM105;713MD105;15
20160121;NOM155;PRENOM155;713MD206;""
20160121;NOM155;PRENOM155;713MD107;""
20160121;NOM155;PRENOM155;713MD101;12
20160145;NOM160;PRENOM160;713MD204;""
20160116;NOM139;PRENOM139;713MD207;15
20160116;NOM139;PRENOM139;713MD205;""
20160116;NOM139;PRENOM139;713MD202;17
20160116;NOM139;PRENOM139;713MD108;16,5
20160115;NOM156;PRENOM156;713MD106;16,798
20160115;NOM156;PRENOM156;713MD103;17,25
20160140;NOM132;PRENOM132;713UE102;""
20160140;NOM132;PRENOM132;713MD109;15
20160140;NOM132;PRENOM132;713MD106;14,408
20160122;NOM111;PRENOM111;713SEM10;""
20160122;NOM111;PRENOM111;713MD204;""
20160122;NOM111;PRENOM111;713MD201;9,425
20160141;NOM102;PRENOM102;713MD109;18
20160141;NOM102;PRENOM102;713MD104;""
20160141;NOM102;PRENOM102;713MD103;14,125
20160141;NOM102;PRENOM102;713EN115;14,125
20160135;NOM114;PRENOM114;713MD208;""
20160135;NOM114;PRENOM114;713MD204;""
20160135;NOM114;PRENOM114;713EN115;15,75
20160155;NOM134;PRENOM134;713UE102;""
20160155;NOM134;PRENOM134;713MD207;16
20160155;NOM134;PRENOM134;713MD203;11
20160155;NOM134;PRENOM134;713MD202;17,5
20160155;NOM134;PRENOM134;713MD104;""
20160155;NOM134;PRENOM134;713MD103;15
20160125;NOM159;PRENOM159;713UE101;""
20160125;NOM159;PRENOM159;713MD204;""
20160138;NOM103;PRENOM103;713MD208;""
20160163;NOM122;PRENOM122;713SEM10;""
20160163;NOM122;PRENOM122;713MD202;10,5
20160163;NOM122;PRENOM122;713MD110;""
20160163;NOM122;PRENOM122;713MD108;17
20160163;NOM122;PRENOM122;713EN116;15,75
20160113;NOM136;PRENOM136;713MD205;""
20160113;NOM136;PRENOM136;713MD203;3,5
20160157;NOM130;PRENOM130;713MD202;11
20160119;NOM108;PRENOM108;713MD208;""
20160119;NOM108;PRENOM108;713MD108;16
20160119;NOM108;PRENOM108;713MD103;14,25
20160160;NOM162;PRENOM162;713MD103;12,75
20160137;NOM107;PRENOM107;713UE101;""
20160137;NOM107;PRENOM107;713MD201;7,033
20160137;NOM107;PRENOM107;713MD110;""
20160164;NOM161;PRENOM161;713UE102;""
20160164;NOM161;PRENOM161;713MD207;17
20160164;NOM161;PRENOM161;713MD110;""
20160164;NOM161;PRENOM161;713MD108;12,5
20160164;NOM161;PRENOM161;713MD107;""
20160164;NOM161;PRENOM161;713MD103;11,25
20160164;NOM161;PRENOM161;713MD102;13,05
20160109;NOM145;PRENOM145;713MD201;14,208
20160106;NOM129;PRENOM129;713SEM10;""
20160106;NOM129;PRENOM129;713MD109;12,5
20160106;NOM129;PRENOM129;713MD106;10,291
20160118;NOM166;PRENOM166;713SEM10;""
20160118;NOM166;PRENOM166;713MD208;""
20160136;NOM123;PRENOM123;713MD201;13,058
20160136;NOM123;PRENOM123;713MD105;14,5
20160117;NOM165;PRENOM165;713MD204;""
20160117;NOM165;PRENOM165;713MD202;11,5
20160117;NOM165;PRENOM165;713MD110;""
20160117;NOM165;PRENOM165;713MD106;10,786
20160167;NOM168;PRENOM168;713MD204;""
20160167;NOM168;PRENOM168;713MD109;13
20160167;NOM168;PRENOM168;713MD106;13,308
20160167;NOM168;PRENOM168;703FAC01;""
20160123;NOM112;PRENOM112;713UE101;""
20160123;NOM112;PRENOM112;713MD206;""
20160123;NOM112;PRENOM112;713MD204;""
20160123;NOM112;PRENOM112;713MD202;19
20160123;NOM112;PRENOM112;713MD108;11,5
20160105;NOM138;PRENOM138;713MD110;""
20160105;NOM138;PRENOM138;713MD106;11,5
20160153;NOM101;PRENOM101;713MD110;""
20160153;NOM101;PRENOM101;713MD104;""
20160129;NOM154;PRENOM154;713UE101;""
20160129;NOM154;PRENOM154;713MD106;14,065
20160130;NOM127;PRENOM127;713UE101;""
20160130;NOM127;PRENOM127;713MD208;""
20160130;NOM127;PRENOM127;713MD109;15,5
20160130;NOM127;PRENOM127;713MD106;14,3
20160130;NOM127;PRENOM127;713MD102;11,5
20160100;NOM142;PRENOM142;713MD110;""
20160100;NOM142;PRENOM142;713MD108;12,5
20160150;NOM167;PRENOM167;713MD208;""
20160126;NOM113;PRENOM113;713MD108;14,5
20160126;NOM113;PRENOM113;713MD105;15,5
20160126;NOM113;PRENOM113;713MD103;13,875
20160156;NOM148;PRENOM148;713UE102;""
20160156;NOM148;PRENOM148;713MD201;14,658
20160156;NOM148;PRENOM148;713MD110;""
20160156;NOM148;PRENOM148;713MD108;19
20160156;NOM148;PRENOM148;713MD101;18
20160104;NOM119;PRENOM119;713MD206;""
20160104;NOM119;PRENOM119;713MD201;13,142
20160104;NOM119;PRENOM119;713MD110;""
20160154;NOM117;PRENOM117;713SEM10;""
20160154;NOM117;PRENOM117;713MD203;8,75
20160165;NOM163;PRENOM163;713UE101;""
20160165;NOM163;PRENOM163;713MD208;""
20160165;NOM163;PRENOM163;713MD206;""
20160165;NOM163;PRENOM163;713MD108;15
20160165;NOM163;PRENOM163;713MD101;18
20160101;NOM144;PRENOM144;713UE101;""
20160101;NOM144;PRENOM144;713MD104;""
20160168;NOM146;PRENOM146;713MD202;4
20160168;NOM146;PRENOM146;713MD201;9,633
20160168;NOM146;PRENOM146;713MD107;""
20160168;NOM146;PRENOM146;713MD104;""
20160168;NOM146;PRENOM146;703FAC01;""
20160107;NOM140;PRENOM140;713MD108;15
20160107;NOM140;PRENOM140;713MD105;14
20160107;NOM140;PRENOM140;713MD104;""
20160107;NOM140;PRENOM140;713MD102;13,5
20160107;NOM140;PRENOM140;703FAC01;""
20160151;NOM147;PRENOM147;713MD203;11,75
20160151;NOM147;PRENOM147;713MD101;12
20160158;NOM104;PRENOM104;713MD104;""
20160158;NOM104;PRENOM104;713MD102;16,1
20160158;NOM104;PRENOM104;713EN115;16,1
20160133;NOM151;PRENOM151;713MD203;6
20160159;NOM135;PRENOM135;713UE101;""
20160159;NOM135;PRENOM135;713MD204;""
20160159;NOM135;PRENOM135;713MD201;7,75
20160159;NOM135;PRENOM135;713MD106;15,056
20160102;NOM153;PRENOM153;713MD207;13
20160102;NOM153;PRENOM153;713MD103;8,875
20160102;NOM153;PRENOM153;713EN115;15,5
20160102;NOM153;PRENOM153;703FAC01;""
20160108;NOM118;PRENOM118;713MD106;12,199
20160147;NOM158;PRENOM158;713UE102;""
20160147;NOM158;PRENOM158;713UE101;""
20160147;NOM158;PRENOM158;713MD110;""
20160147;NOM158;PRENOM158;713MD105;14
20160112;NOM157;PRENOM157;713MD206;""
20160112;NOM157;PRENOM157;713MD107;""
20160112;NOM157;PRENOM157;713MD103;11,75
20160112;NOM157;PRENOM157;703FAC01;""
20160161;NOM110;PRENOM110;713MD208;""
20160161;NOM110;PRENOM110;713MD108;12
20160161;NOM110;PRENOM110;713MD104;""
20160161;NOM110;PRENOM110;703FAC01;""
20160131;NOM128;PRENOM128;713UE101;""
20160131;NOM128;PRENOM128;713MD207;18
20160131;NOM128;PRENOM128;713MD204;""
20160131;NOM128;PRENOM128;713MD110;""
20160131;NOM128;PRENOM128;713MD106;15,66
20160131;NOM128;PRENOM128;713MD105;16
20160131;NOM128;PRENOM128;703FAC01;""
20160162;NOM105;PRENOM105;713MD204;""
20160162;NOM105;PRENOM105;713MD106;13,92
20160121;NOM155;PRENOM155;713MD109;15,5
20160121;NOM155;PRENOM155;713MD103;9,125
20160145;NOM160;PRENOM160;713MD106;14,035
20160116;NOM139;PRENOM139;713MD208;""
20160115;NOM156;PRENOM156;713MD108;17,5
20160115;NOM156;PRENOM156;713MD101;16
20160115;NOM156;PRENOM156;703FAC01;0,5
20160140;NOM132;PRENOM132;713SEM10;""
20160140;NOM132;PRENOM132;713MD204;""
20160140;NOM132;PRENOM132;703FAC01;""
20160122;NOM111;PRENOM111;713UE101;""
20160122;NOM111;PRENOM111;713MD205;""
20160122;NOM111;PRENOM111;713MD109;17,5
20160122;NOM111;PRENOM111;713MD108;15,5
20160122;NOM111;PRENOM111;713MD106;13,815
20160139;NOM126;PRENOM126;713MD208;""
20160139;NOM126;PRENOM126;713MD204;""
20160141;NOM102;PRENOM102;713SEM10;""
20160141;NOM102;PRENOM102;713MD202;18,5
20160135;NOM114;PRENOM114;713UE101;""
20160135;NOM114;PRENOM114;713MD201;12,617
20160155;NOM134;PRENOM134;713UE101;""
20160155;NOM134;PRENOM134;713MD107;""
20160155;NOM134;PRENOM134;703FAC01;0,4
20160125;NOM159;PRENOM159;713MD208;""
20160125;NOM159;PRENOM159;713MD205;""
20160125;NOM159;PRENOM159;703FAC01;""
20160138;NOM103;PRENOM103;713MD205;""
20160163;NOM122;PRENOM122;713MD104;""
20160113;NOM136;PRENOM136;713UE102;""
20160113;NOM136;PRENOM136;713MD107;""
20160113;NOM136;PRENOM136;703FAC01;""
20160157;NOM130;PRENOM130;713UE102;""
20160157;NOM130;PRENOM130;713MD201;9,667
20160157;NOM130;PRENOM130;713MD101;12
20160119;NOM108;PRENOM108;713UE102;""
20160119;NOM108;PRENOM108;703FAC01;""
20160160;NOM162;PRENOM162;713MD204;""
20160160;NOM162;PRENOM162;713MD106;14,819
20160160;NOM162;PRENOM162;713MD105;16
20160137;NOM107;PRENOM107;713MD208;""
20160164;NOM161;PRENOM161;713MD206;""
20160109;NOM145;PRENOM145;713SEM10;""
20160109;NOM145;PRENOM145;713MD204;""
20160109;NOM145;PRENOM145;713MD202;18,5
20160109;NOM145;PRENOM145;713MD109;13,5
20160109;NOM145;PRENOM145;713MD104;""
20160109;NOM145;PRENOM145;713MD103;12,25
20160109;NOM145;PRENOM145;713EN115;10,5
20160106;NOM129;PRENOM129;713MD107;""
20160106;NOM129;PRENOM129;713MD104;""
20160118;NOM166;PRENOM166;713MD202;4,5
20160118;NOM166;PRENOM166;713MD108;18
20160118;NOM166;PRENOM166;713MD106;16,168
20160118;NOM166;PRENOM166;713MD104;""
20160136;NOM123;PRENOM123;713MD204;""
20160136;NOM123;PRENOM123;713MD110;""
20160136;NOM123;PRENOM123;703FAC01;0,49
20160117;NOM165;PRENOM165;713UE101;""
20160117;NOM165;PRENOM165;713MD207;16
20160117;NOM165;PRENOM165;713MD108;12
20160167;NOM168;PRENOM168;713MD207;13
20160167;NOM168;PRENOM168;713MD105;14
20160123;NOM112;PRENOM112;713MD205;""
20160123;NOM112;PRENOM112;713MD109;17,5
20160123;NOM112;PRENOM112;713MD101;17
20160153;NOM101;PRENOM101;713SEM10;""
20160153;NOM101;PRENOM101;713MD205;""
20160153;NOM101;PRENOM101;713MD204;""
20160153;NOM101;PRENOM101;713MD202;5,5
20160153;NOM101;PRENOM101;713MD201;9,675
20160153;NOM101;PRENOM101;713MD108;19
20160129;NOM154;PRENOM154;713MD102;14
20160130;NOM127;PRENOM127;713MD207;18
20160130;NOM127;PRENOM127;713MD201;8,642
20160130;NOM127;PRENOM127;713MD108;10
20160130;NOM127;PRENOM127;713EN118;11,5
20160100;NOM142;PRENOM142;713SEM10;""
20160100;NOM142;PRENOM142;713MD207;14
20160100;NOM142;PRENOM142;713MD205;""
20160100;NOM142;PRENOM142;713MD104;""
20160150;NOM167;PRENOM167;713MD205;""
20160150;NOM167;PRENOM167;713MD107;""
20160150;NOM167;PRENOM167;703FAC01;""
20160126;NOM113;PRENOM113;713MD202;17,5
20160126;NOM113;PRENOM113;713MD106;12,944
20160156;NOM148;PRENOM148;713UE101;""
20160156;NOM148;PRENOM148;713MD103;14,375
20160104;NOM119;PRENOM119;713MD108;10
20160104;NOM119;PRENOM119;713MD103;11,25
20160154;NOM117;PRENOM117;713MD206;""
20160154;NOM117;PRENOM117;713MD204;""
20160165;NOM163;PRENOM163;713SEM10;""
20160101;NOM144;PRENOM144;713MD207;14
20160101;NOM144;PRENOM144;713MD202;5,75
20160101;NOM144;PRENOM144;703FAC01;""
20160168;NOM146;PRENOM146;713EN115;11,85
20160107;NOM140;PRENOM140;713MD203;1,5
20160107;NOM140;PRENOM140;713MD201;7,5
20160107;NOM140;PRENOM140;713EN116;13,5
20160151;NOM147;PRENOM147;713UE102;""
20160151;NOM147;PRENOM147;713MD208;""
20160151;NOM147;PRENOM147;713MD201;13,292
20160151;NOM147;PRENOM147;713MD108;11
20160158;NOM104;PRENOM104;713UE102;""
20160158;NOM104;PRENOM104;713UE101;""
20160158;NOM104;PRENOM104;713MD208;""
20160158;NOM104;PRENOM104;713MD109;13
20160158;NOM104;PRENOM104;713MD107;""
20160158;NOM104;PRENOM104;713MD103;13,5
20160158;NOM104;PRENOM104;713MD101;16
20160133;NOM151;PRENOM151;713UE101;""
20160133;NOM151;PRENOM151;713SEM10;""
20160133;NOM151;PRENOM151;713MD208;""
20160133;NOM151;PRENOM151;713MD204;""
20160133;NOM151;PRENOM151;713MD110;""
20160133;NOM151;PRENOM151;713MD107;""
20160133;NOM151;PRENOM151;713MD106;9,068
20160133;NOM151;PRENOM151;713MD103;10,5
20160159;NOM135;PRENOM135;713UE102;""
20160159;NOM135;PRENOM135;713MD206;""
20160159;NOM135;PRENOM135;713MD203;3
20160159;NOM135;PRENOM135;713MD103;10,5
20160102;NOM153;PRENOM153;713MD105;13
20160108;NOM118;PRENOM118;713MD205;""
20160108;NOM118;PRENOM118;713MD101;14
20160108;NOM118;PRENOM118;713EN115;13,875
20160147;NOM158;PRENOM158;713SEM10;""
20160147;NOM158;PRENOM158;713MD208;""
20160147;NOM158;PRENOM158;713MD203;5,75
20160147;NOM158;PRENOM158;713MD201;9,283
20160147;NOM158;PRENOM158;713MD109;14
20160112;NOM157;PRENOM157;713SEM10;""
20160112;NOM157;PRENOM157;713MD202;6
20160112;NOM157;PRENOM157;713MD109;14
20160112;NOM157;PRENOM157;713MD102;15,35
20160112;NOM157;PRENOM157;713MD101;15
20160161;NOM110;PRENOM110;713UE102;""
20160161;NOM110;PRENOM110;713MD201;7,908
20160161;NOM110;PRENOM110;713MD109;13
20160161;NOM110;PRENOM110;713MD106;14,974
20160161;NOM110;PRENOM110;713MD103;10,75
20160131;NOM128;PRENOM128;713MD202;18,5
20160131;NOM128;PRENOM128;713MD103;14,5
20160162;NOM105;PRENOM105;713MD208;""
20160162;NOM105;PRENOM105;713MD107;""
20160162;NOM105;PRENOM105;713MD104;""
20160162;NOM105;PRENOM105;703FAC01;""
20160121;NOM155;PRENOM155;713SEM10;""
20160121;NOM155;PRENOM155;713MD108;9
20160121;NOM155;PRENOM155;713MD104;""
20160145;NOM160;PRENOM160;713MD110;""
20160145;NOM160;PRENOM160;713MD108;15,5
20160116;NOM139;PRENOM139;713UE102;""
20160116;NOM139;PRENOM139;713MD109;13,5
20160116;NOM139;PRENOM139;713MD106;14,321
20160115;NOM156;PRENOM156;713MD204;""
20160140;NOM132;PRENOM132;713MD110;""
20160140;NOM132;PRENOM132;713MD107;""
20160122;NOM111;PRENOM111;713MD208;""
20160122;NOM111;PRENOM111;713MD202;4
20160122;NOM111;PRENOM111;713MD103;12,125
20160139;NOM126;PRENOM126;713MD202;20
20160139;NOM126;PRENOM126;713MD109;16,5
20160139;NOM126;PRENOM126;713MD106;13,321
20160139;NOM126;PRENOM126;713MD103;10,5
20160141;NOM102;PRENOM102;713MD204;""
20160103;NOM125;PRENOM125;713MD207;16
20160103;NOM125;PRENOM125;713MD206;""
20160103;NOM125;PRENOM125;713MD205;""
20160103;NOM125;PRENOM125;713MD202;19,5
20160103;NOM125;PRENOM125;713MD109;14,5
20160103;NOM125;PRENOM125;713MD105;13
20160103;NOM125;PRENOM125;713EN115;12,625
20160135;NOM114;PRENOM114;713UE102;""
20160135;NOM114;PRENOM114;713MD110;""
20160135;NOM114;PRENOM114;713MD109;15,5
20160135;NOM114;PRENOM114;713MD108;13,5
20160155;NOM134;PRENOM134;713MD108;15,5
20160155;NOM134;PRENOM134;713MD105;16
20160125;NOM159;PRENOM159;713MD206;""
20160138;NOM103;PRENOM103;713MD108;13
20160138;NOM103;PRENOM103;713MD105;16,5
20160138;NOM103;PRENOM103;713MD104;""
20160138;NOM103;PRENOM103;713MD102;11,125
20160163;NOM122;PRENOM122;713UE101;""
20160163;NOM122;PRENOM122;713MD107;""
20160163;NOM122;PRENOM122;713MD102;15,75
20160163;NOM122;PRENOM122;713MD101;17
20160113;NOM136;PRENOM136;713UE101;""
20160113;NOM136;PRENOM136;713SEM10;""
20160113;NOM136;PRENOM136;713EN116;15
20160157;NOM130;PRENOM130;713SEM10;""
20160157;NOM130;PRENOM130;713MD208;""
20160157;NOM130;PRENOM130;713MD105;19
20160119;NOM108;PRENOM108;713UE101;""
20160119;NOM108;PRENOM108;713MD203;8,25
20160119;NOM108;PRENOM108;713MD107;""
20160160;NOM162;PRENOM162;713MD206;""
20160160;NOM162;PRENOM162;713MD108;13,5
20160160;NOM162;PRENOM162;713MD101;13
20160137;NOM107;PRENOM107;713MD207;18
20160137;NOM107;PRENOM107;713MD203;5,25
20160137;NOM107;PRENOM107;713MD202;8
20160106;NOM129;PRENOM129;713MD110;""
20160106;NOM129;PRENOM129;713MD102;13,35
20160106;NOM129;PRENOM129;713MD101;13
20160118;NOM166;PRENOM166;713MD203;5,5
20160136;NOM123;PRENOM123;713UE102;""
20160136;NOM123;PRENOM123;713MD208;""
20160136;NOM123;PRENOM123;713MD205;""
20160136;NOM123;PRENOM123;713MD101;11
20160117;NOM165;PRENOM165;713MD206;""
20160117;NOM165;PRENOM165;713MD109;16,5
20160117;NOM165;PRENOM165;713MD105;13
20160117;NOM165;PRENOM165;713MD103;10,5
20160117;NOM165;PRENOM165;713MD102;12
20160167;NOM168;PRENOM168;713UE102;""
20160167;NOM168;PRENOM168;713MD103;11,5
20160123;NOM112;PRENOM112;713MD207;13
20160105;NOM138;PRENOM138;713UE102;""
20160105;NOM138;PRENOM138;713MD205;""
20160105;NOM138;PRENOM138;713MD107;""
20160105;NOM138;PRENOM138;713MD105;18
20160105;NOM138;PRENOM138;713MD104;""
20160153;NOM101;PRENOM101;713MD109;16
20160153;NOM101;PRENOM101;713MD101;14
20160153;NOM101;PRENOM101;713EN115;12,25
20160129;NOM154;PRENOM154;713MD203;13,5
20160129;NOM154;PRENOM154;713MD202;17
20160129;NOM154;PRENOM154;713MD109;15
20160129;NOM154;PRENOM154;713MD105;18
20160129;NOM154;PRENOM154;713MD104;""
20160129;NOM154;PRENOM154;713MD101;12
20160129;NOM154;PRENOM154;713EN115;14
20160130;NOM127;PRENOM127;713MD202;""
20160130;NOM127;PRENOM127;713MD105;15
20160100;NOM142;PRENOM142;713MD208;""
20160150;NOM167;PRENOM167;713UE101;""
20160150;NOM167;PRENOM167;713MD206;""
20160126;NOM113;PRENOM113;713UE102;""
20160126;NOM113;PRENOM113;713SEM10;""
20160126;NOM113;PRENOM113;713MD207;17
20160126;NOM113;PRENOM113;713MD203;8,25
20160126;NOM113;PRENOM113;713MD104;""
20160126;NOM113;PRENOM113;703FAC01;""
20160156;NOM148;PRENOM148;713SEM10;""
20160156;NOM148;PRENOM148;713MD202;18
20160154;NOM117;PRENOM117;713MD201;11,25
20160154;NOM117;PRENOM117;713MD107;""
20160165;NOM163;PRENOM163;713MD202;9
20160101;NOM144;PRENOM144;713UE102;""
20160101;NOM144;PRENOM144;713MD208;""
20160101;NOM144;PRENOM144;713MD204;""
20160101;NOM144;PRENOM144;713MD107;""
20160101;NOM144;PRENOM144;713MD105;16
20160101;NOM144;PRENOM144;713MD103;12
20160168;NOM146;PRENOM146;713MD208;""
20160168;NOM146;PRENOM146;713MD207;14
20160168;NOM146;PRENOM146;713MD206;""
20160168;NOM146;PRENOM146;713MD108;13,5
20160151;NOM147;PRENOM147;713SEM10;""
20160151;NOM147;PRENOM147;713MD205;""
20160151;NOM147;PRENOM147;713MD204;""
20160151;NOM147;PRENOM147;713EN115;12,75
20160158;NOM104;PRENOM104;713MD206;""
20160158;NOM104;PRENOM104;713MD108;17
20160158;NOM104;PRENOM104;703FAC01;""
20160133;NOM151;PRENOM151;713MD101;16
20160159;NOM135;PRENOM135;713MD208;""
20160159;NOM135;PRENOM135;713MD205;""
20160102;NOM153;PRENOM153;713UE102;""
20160102;NOM153;PRENOM153;713MD102;15,5
20160108;NOM118;PRENOM118;713MD202;20
20160108;NOM118;PRENOM118;713MD110;""
20160108;NOM118;PRENOM118;713MD108;20
20160108;NOM118;PRENOM118;703FAC01;""
20160147;NOM158;PRENOM158;713MD204;""
20160147;NOM158;PRENOM158;713MD107;""
20160147;NOM158;PRENOM158;713MD102;18,25
20160147;NOM158;PRENOM158;713MD101;14
20160112;NOM157;PRENOM157;713UE102;""
20160112;NOM157;PRENOM157;713MD204;""
20160112;NOM157;PRENOM157;713MD203;5,75
20160112;NOM157;PRENOM157;713MD110;""
20160112;NOM157;PRENOM157;713MD106;14,582
20160112;NOM157;PRENOM157;713EN115;15,35
20160161;NOM110;PRENOM110;713MD203;9,5
20160161;NOM110;PRENOM110;713MD107;""
20160161;NOM110;PRENOM110;713MD102;8,25
20160131;NOM128;PRENOM128;713UE102;""
20160131;NOM128;PRENOM128;713MD107;""
20160162;NOM105;PRENOM105;713MD206;""
20160121;NOM155;PRENOM155;713MD205;""
20160121;NOM155;PRENOM155;713MD204;""
20160121;NOM155;PRENOM155;713MD105;15,5
20160145;NOM160;PRENOM160;713UE102;""
20160145;NOM160;PRENOM160;713MD206;""
20160145;NOM160;PRENOM160;703FAC01;""
20160116;NOM139;PRENOM139;713UE101;""
20160116;NOM139;PRENOM139;713SEM10;""
20160116;NOM139;PRENOM139;713MD104;""
20160116;NOM139;PRENOM139;713EN116;18,25
20160115;NOM156;PRENOM156;713SEM10;""
20160115;NOM156;PRENOM156;713MD206;""
20160115;NOM156;PRENOM156;713MD205;""
20160115;NOM156;PRENOM156;713MD201;18,833
20160115;NOM156;PRENOM156;713MD102;13,75
20160140;NOM132;PRENOM132;713MD208;""
20160140;NOM132;PRENOM132;713MD102;13,5
20160140;NOM132;PRENOM132;713MD101;16
20160140;NOM132;PRENOM132;713EN115;13,5
20160122;NOM111;PRENOM111;713MD206;""
20160122;NOM111;PRENOM111;713MD107;""
20160122;NOM111;PRENOM111;713MD101;14
20160139;NOM126;PRENOM126;713MD107;""
20160141;NOM102;PRENOM102;713UE102;""
20160141;NOM102;PRENOM102;713MD203;8,5
20160141;NOM102;PRENOM102;713MD201;14,167
20160141;NOM102;PRENOM102;713MD101;14
20160103;NOM125;PRENOM125;713MD108;14
20160103;NOM125;PRENOM125;703FAC01;""
20160135;NOM114;PRENOM114;713MD207;16
20160135;NOM114;PRENOM114;713MD107;""
20160155;NOM134;PRENOM134;713SEM10;""
20160125;NOM159;PRENOM159;713UE102;""
20160125;NOM159;PRENOM159;713SEM10;""
20160125;NOM159;PRENOM159;713MD201;12
20160125;NOM159;PRENOM159;713MD104;""
20160138;NOM103;PRENOM103;713UE102;""
20160138;NOM103;PRENOM103;713SEM10;""
20160138;NOM103;PRENOM103;713MD207;15
20160138;NOM103;PRENOM103;713MD203;2,75
